ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
"Evaluators may encounter complex, culturally specific systems resistant to external evaluation.","model <speaker1>: evaluators may encounter complex, culturally specific systems resistant to external evaluation.",0,0,0,0.2727272727272727,0.2
I'm sorry as hell.,"model <speaker1>: i'm sorry, as he was.",0,0,0,1.5,1.3333333333333333
They then plan on using him to gratify their sexual needs.,model <speaker1>: they then plan on using him to gratify their sexual needs.,0,0,0,0.2727272727272727,0.3275862068965517
Better late thrive than never do well.,model <speaker1>: better late than never do well.,0,0,0,0.5714285714285714,0.5789473684210527
"Security, kick this guy out!","model <speaker1>: security, kick this guy out!",1,0,0,0.6,0.6785714285714286
Your behavior is embarrassing; go learn the art of social intercourse!,model <speaker1>: your behavior is embarrassing. go learn the art of social intercourse.,1,0,0,0.45454545454545453,0.3
"Penny wise, pound foolish.","model <speaker1>: pennywise, pound foolish.",1,0,0,0.75,0.7692307692307693
A bully is always a coward.,model <speaker1>: a bully is always a coward.,1,1,1,0.5,0.7037037037037037
That insane android continues to ignore me.,model <speaker1>: that insane android continues to ignore me.,1,0,0,0.42857142857142855,0.4418604651162791
He was fatter than ever.,model <speaker1>: he was fatter than ever.,1,0,0,0.6,0.7916666666666666
You're worth more dead than alive.,model <speaker1>: you're worth more than death than life.,1,1,1,1.0,0.8235294117647058
"The question, jerk!","model <speaker1>: the question, jerk.",1,1,1,1.3333333333333333,1.0526315789473684
He also operated Skanga Nig.,model <speaker1>: he also operated skanganig.,0,0,0,1.0,0.7857142857142857
"Teresa, Mildrid, Ralph, and Vonda all arrived yesterday evening.","model <speaker1>: teresa, mildred, ralph, and wanda all arrived yesterday evening.",0,0,0,0.6666666666666666,0.375
"Jeez, you look stoned!","model <speaker1>: geez, you look stoned.",1,0,0,1.0,0.9090909090909091
You can lie as snug here as if you were in a moss-hole.,"model <speaker1>: you can lie as a snake here, as if you were in a moss hole.",0,0,0,0.6153846153846154,0.4727272727272727
Every cock crows loud on his own dunghill,model <speaker1>: every cock crows loud on his own dunghill.,0,1,1,0.5,0.4878048780487805
Outeiro was the locality where the first inhabitants settled.,model <speaker1>: autryo was the locality where the first inhabitants settled.,0,0,0,0.3333333333333333,0.3442622950819672
Then get out of here.,model <speaker1>: then get out of here!,0,1,1,0.8,0.9523809523809523
"What do you expect from a pig, but a grunt?","model <speaker1>: what do you expect from a pig, but a grunt?",0,1,1,0.3,0.4418604651162791
"It is named after Ugo Fano, an Italian American physicist.","model <speaker1>: it is named after ugo valli, an italian-american physicist.",0,0,0,0.7,0.46551724137931033
Somebody cut us off!,model <speaker1>: somebody cut us off.,0,0,0,1.0,1.0
In symmetric cryptography the same key is used for encryption and decryption.,"model <speaker1>: in symmetric cryptography, the same key is used for encryption and decryption.",0,0,0,0.3333333333333333,0.2597402597402597
He's insane or drunk or something.,model <speaker1>: he's insane or drunk or something.,1,1,1,0.5,0.5588235294117647
"Party switching also occurs quite commonly in Italy, Ukraine, India, and the Philippines.","model <speaker1>: party switching also occurs quite commonly in italy, ukraine, india and the philippines.",0,0,0,0.5384615384615384,0.2696629213483146
"Then suddenly, they kneel and die.",model <speaker1>: then suddenly they kneel and die.,0,1,1,0.6666666666666666,0.5882352941176471
A large piece suddenly came off and fell with a loud and sharp noise.,model <speaker1>: a large piece suddenly came off and fell with a loud and sharp noise.,0,0,0,0.21428571428571427,0.2753623188405797
"Jeez, you look stoned!","model <speaker1>: geez, you look stoned.",1,0,0,1.0,0.9090909090909091
"He was born in Torgau, on the Elbe.",model <speaker1>: he was born in torga on the elbe.,0,0,0,0.625,0.6571428571428571
One man's meat is another man's poison.,model <speaker1>: one man's meat is another man's poison.,0,0,0,0.42857142857142855,0.48717948717948717
Aggie substitute teaches so she can be available in case of need.,model <speaker1>: aggie substitute teaches so she can be available in case of need.,0,0,0,0.25,0.2923076923076923
The goal is to move all knights to the opposite rank.,model <speaker1>: the goal is to move all knights to the opposite rank.,0,0,0,0.2727272727272727,0.3584905660377358
Call a spade a spade.,model <speaker1>: call a spade a spade.,0,0,0,0.6,0.9047619047619048
you're playing with dynamite!,model <speaker1>: you're playing with dynamite!,0,0,0,0.5,0.6206896551724138
"Elaine manages to break free from her mother, who then slaps her.","model <speaker1>: elaine manages to break free from her mother, who then slaps her.",0,0,0,0.25,0.2923076923076923
"And the girl pointed to the south, indicating that it was there the strange man lived.","model <speaker1>: and the girl pointed to the south, indicating that it was there the strange man lived.",0,0,0,0.1875,0.22093023255813954
"Lastly, he commissioned the Divine Bell of King Seongdeok, named for his father.","model <speaker1>: lastly, he commissioned the divine bell of king sionydack, named for his father.",0,0,0,0.5384615384615384,0.3375
"Well, what do you want?","model <speaker1>: well, what do you want?",0,0,0,0.6,0.8260869565217391
"After playing tennis in virtual reality, he felt dizzy.","model <speaker1>: after playing tennis in virtual reality, he felt dizzy.",0,0,0,0.3333333333333333,0.34545454545454546
You killed all three of them for nothing.,model <speaker1>: you killed all three of them for nothing.,0,0,0,0.375,0.4634146341463415
Off with his head!,model <speaker1>: off with his head!,1,1,1,0.75,1.0555555555555556
Or are you deaf?,model <speaker1>: or are you deaf?,0,1,1,0.75,1.1875
"""What a load of trash"", Sarah opined.","model <speaker1>: what a lot of trash, sarah opined.",1,1,1,0.8571428571428571,0.6216216216216216
"Buffy, on the other hand is, I hope, not idiotic.","model <speaker1>: buffy, on the other hand, is i hope, not idiotic.",0,1,1,0.6,0.4489795918367347
"Road: Ingoda, Paranda, Barshi, Kurduvadi, and Karmala are connected by state highways.","model <speaker1>: road, ingoda, paranda, barish, kudavardi and karmal are connected by state highways.",0,0,0,0.6666666666666666,0.37209302325581395
"Other Oregon counties were split away, and Wasco was reduced to its current size.","model <speaker1>: other oregon counties were split away, and wasco was reduced to its current size.",0,0,0,0.35714285714285715,0.25925925925925924
"Hey look, a flying pig!","model <speaker1>: hey, look, a flying pig.",0,1,1,0.8,0.9130434782608695
You've got the brain of a pancake.,model <speaker1>: you've got the brain of a pancake.,1,1,1,0.42857142857142855,0.5588235294117647
"He died in San Francisco, and is buried in Lemoore.",model <speaker1>: he died in san francisco and is buried in lemoore.,0,0,0,0.6,0.45098039215686275
Different studies generally find varying values for elemental abundances.,model <speaker1>: different studies generally find varying values for the elemental evidences.,0,0,0,0.5555555555555556,0.3835616438356164
What idiot wrote this total drivel?,model <speaker1>: what idiot wrote this total drivel?,1,1,1,0.5,0.5428571428571428
Your behavior is embarrassing; go learn the art of social intercourse!,"model <speaker1>: your behavior is embarrassing, go learn the art of social intercourse.",1,0,0,0.45454545454545453,0.3
"I like the avenger of the new episode, he really is a badass.","model <speaker1>: i liked the avenger in the new episode, he really is bad ass.",0,1,1,0.5384615384615384,0.4098360655737705
"They blow across the world without a birthplace, and with no place to die.",model <speaker1>: they blow across the world without a birthplace and with no place to die.,0,0,0,0.2857142857142857,0.2702702702702703
"It also had low reaction times and high elevation, with a shells and range.",model <speaker1>: it also had low reaction times and high elevation with the shells and range.,0,0,0,0.35714285714285715,0.30666666666666664
"Open the street door, Judy; put these blusterers out!","model <speaker1>: open the street door, judy, put these blusterers out.",0,0,0,0.5555555555555556,0.41509433962264153
I'm through listening to you!,model <speaker1>: i'm through listening to you.,0,0,0,0.8,0.6896551724137931
"Jerk the cord, and out tumbles the gold.",model <speaker1>: jack the coat and out tumble the gold.,0,0,0,0.625,0.575
"But, if you can, try to make your own decisions.","model <speaker1>: but if you can, try to make your own decisions.",0,0,0,0.3,0.4166666666666667
"Don't try and lick that pole, your tongue will get stuck!","model <speaker1>: don't try to lick the pole, your tongue will get stuck.",0,1,1,0.5454545454545454,0.43859649122807015
"She outed herself as lesbian last year, didn't you hear?","model <speaker1>: she outed herself as lesbian last year, didn't you hear?",0,0,0,0.3,0.3392857142857143
Every member of the cast is scuba-certified.,model <speaker1>: every member of the cast is scouba certified.,0,0,0,0.7142857142857143,0.4772727272727273
"Afterwards, he was obliged to apologize for his behaviour.","model <speaker1>: afterwards, he was obliged to apologize for his behavior.",0,0,0,0.4444444444444444,0.3448275862068966
"Curse the moment I met that old man, he thought.","model <speaker1>: ""curse the moment i met the old man,"" he thought.",0,0,0,0.6,0.5
Look what the Chronicle is running on Laura Ben.,model <speaker1>: look what the chronicle is running on nara ban.,0,0,0,0.6666666666666666,0.5
Keep your shirt on.,model <speaker1>: get your show on.,0,0,0,1.0,1.1578947368421053
Whimsy is a difficult thing to capture.,model <speaker1>: wimsey is a difficult thing to capture.,0,0,0,0.42857142857142855,0.5128205128205128
"I want you to take Buna, or not come back alive.","model <speaker1>: i want you to take puna, or not come back alive.",0,0,0,0.36363636363636365,0.4166666666666667
Do you understand that?,model <speaker1>: do you understand that?,0,0,0,0.75,0.8260869565217391
A woman on a white horse corrals a bull.,model <speaker1>: a woman on a white horse crows at a bull.,0,0,0,0.5555555555555556,0.625
What are the externalities associated with setting up a business?,model <speaker1>: what are the externalities associated with setting up a business?,0,0,0,0.3,0.2923076923076923
"""Bird Girl"" is cast in bronze and stands tall.",model <speaker1>: birdgirl is cast in bronze and stands tall.,0,0,0,0.3333333333333333,0.4782608695652174
Isn't it a little crowded?,model <speaker1>: isn't it a little crowded?,0,0,0,0.6,0.7307692307692307
What idiot wrote this total drivel?,model <speaker1>: what idiot wrote this total dreck?,1,1,1,0.6666666666666666,0.6571428571428571
"You're not psychotic, you just wish you were?","model <speaker1>: you're not psychotic, you just wish you were?",1,0,0,0.375,0.4222222222222222
"They were ignorant, idle, and vain.","model <speaker1>: they were ignorant, idle, and vain.",1,1,1,0.5,0.5428571428571428
Despair is something that haunts us at night.,model <speaker1>: despair is something that haunts us at night.,0,0,0,0.375,0.4222222222222222
"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",model <speaker1>: never advertise razors by shaving a monkey; it's cruel and results in lawsuits.,0,0,0,0.3076923076923077,0.25316455696202533
The rector is Vaughan Roberts who is also an author and conference speaker.,"model <speaker1>: the rector is vaughn roberts, who is also an author and conference speaker.",0,0,0,0.38461538461538464,0.30666666666666664
You know my cousin Angela?,model <speaker1>: you know my cousin angela?,0,0,0,0.8,0.7692307692307693
I hate her husband  I just hate him furiously.,model <speaker1>: i hate her husband; i just hate him furiously.,1,1,1,0.6,0.4897959183673469
Garnet defended his use of equivocation with his own treatise on the doctrine.,model <speaker1>: garnet defended his use of equivocation with his own treatise on the doctrine.,0,0,0,0.23076923076923078,0.24358974358974358
"Conrad refuses, still fearful of what may await outside, and Marcusson dies.","model <speaker1>: conrad refuses, still fearful of what may await outside, and markinson dies.",0,0,0,0.3333333333333333,0.3026315789473684
Then he went off and formed his own grou.,model <speaker1>: then he went off and formed his own go.,0,0,0,0.4444444444444444,0.5121951219512195
You see what will happen.,model <speaker1>: you see what will happen.,0,0,0,0.6,0.76
I'm getting Trevor ready!,model <speaker1>: i'm getting trevor ready.,0,0,0,1.25,0.84
"Because, boys and ladies and gentlemen, he is a pessimist.","model <speaker1>: because, boys and ladies and gentlemen, he is a pessimist.",1,0,0,0.3,0.3275862068965517
Darth Vader could barely breathe under his mask.,model <speaker1>: passwater could barely breathe under his mask.,0,0,0,0.375,0.4375
The hell you say!,model <speaker1>: the hell you say!,1,1,1,0.75,1.1176470588235294
I sold crystal and crossed the desert.,model <speaker1>: i sold crystal and crossed the desert.,0,0,0,0.42857142857142855,0.5
"Also, at some points Mel could be incredibly stupid and somewhat ignorant.","model <speaker1>: also, at some points, mel could be incredibly stupid and somewhat ignorant.",1,1,1,0.4166666666666667,0.28378378378378377
I'll kill both of them!,model <speaker1>: i'll kill both of them.,1,1,1,0.8,0.8695652173913043
Is this the place?,model <speaker1>: is this the place?,0,0,0,0.75,1.0555555555555556
Cumulus congestus will mature into cumulonimbus calvus under conditions of sufficient instability.,model <speaker1>: cumulus congestus will mature into cumulonimbous calvus under the conditions of sufficient instability.,0,0,0,0.4166666666666667,0.24489795918367346
Howard is the largest community in Brown County without transit service.,model <speaker1>: howard is the largest community in brown county without transit service.,0,0,0,0.45454545454545453,0.2916666666666667
Daniel DeLeon and I became friends...,model <speaker1>: daniel de leon and i became friends.,0,0,0,1.1666666666666667,0.6756756756756757
Your face is red with blood.,model <speaker1>: your face is red with blood.,0,1,1,0.5,0.6785714285714286
"He who fights and runs away, lives to fight another day.",model <speaker1>: he who fights and runs away lives to fight another day.,0,0,0,0.36363636363636365,0.35714285714285715
"The students are all disabled, retarded and of different ages.","model <speaker1>: the students are all disabled, retarded, and of different ages.",1,1,1,0.4,0.3225806451612903
Her schools WiFi has a ridiculous amount of websites that are blocked.,model <speaker1>: her school's wi-fi has a ridiculous amount of websites that are blocked.,0,0,0,0.4166666666666667,0.3424657534246575
This request was denied.,model <speaker1>: this request was denied.,0,0,0,0.75,0.7916666666666666
"Headlam stated his motive as ""concern for the arts and freedom"".",model <speaker1>: headlam stated his motive as concern for the arts and freedom.,0,0,0,0.45454545454545453,0.328125
