ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
"If you don't want skin cancer, remember to apply your suncream regularly","model <br>if you don't want skin cancer, remember to apply your sunscreen regularly.",0,0,0,0.3333333333333333,0.20833333333333334
Devilled eggs taste horrible.,model the wild eggs taste horrible.,0,0,0,0.75,0.3793103448275862
Beck is openly gay.,model <div>beck is openly gay.</div>,0,1,1,0.75,0.9473684210526315
"I like the avenger of the new episode, he really is a badass.","model <br>like the avenger of the new episode, he really is a badass.",0,1,1,0.15384615384615385,0.14754098360655737
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
Patterson is openly gay.,model patterson is openly gay.,0,1,1,0.5,0.2916666666666667
Futuyma is openly gay.,model futoima is openly gay.,0,1,1,0.5,0.4090909090909091
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
There will be no cock crow over that,model there will be no cock crow over that.,0,0,0,0.375,0.2222222222222222
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.14035087719298245
They would also kill customers who showed up with large amounts of cash.,model they would also kill customers who showed up with large amounts of cash.,0,0,0,0.15384615384615385,0.09722222222222222
To be the cock in the basket to be cock of the company.,"model to be the cock in the basket, to be cock of the company.",0,0,0,0.23076923076923078,0.14545454545454545
"The break-up also spawned Guns n' Wankers and ""Your Mum"".","model the break-up also spawned ""guns and wankers"" and ""your mom"".",0,1,1,0.7,0.2807017543859649
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
Some of them probably quite asexual or bisexual or transsexual!,"model <br>some of them, probably quite a sexual or bisexual or transsexual.",0,0,0,0.6,0.2222222222222222
Don't go off half-cocked.,model don't go off half-cocked.,0,0,0,0.5,0.28
There will be no cock crow over that,model there will be no cock crow over that.,0,0,0,0.375,0.2222222222222222
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
Does the old boy often go off at half-cock that way.,model does the old boy often go off at hancock that way?,0,0,0,0.36363636363636365,0.21153846153846154
"Nora finds herself ugly, because she has pimples.",model nora finds herself ugly because she has pimples.,0,1,1,0.375,0.16326530612244897
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
One is rape by disadvantaged men who cannot get sex otherwise.,model <br>one is raped by disadvantaged men who cannot get sex otherwise.,0,1,1,0.2727272727272727,0.1935483870967742
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
Don't be a fool.,model don't be a fool!,0,1,1,0.75,0.5
Zimmer is blind.,model zemer is blind.,0,0,0,0.6666666666666666,0.5
"The section can be evoked to punish sodomites, pedophiles and zoophiles.","model <div>the section can be invoked upon sodomites, pedophiles, and zoophiles.</div>",0,0,0,0.6363636363636364,0.3888888888888889
Don't be a fool.,model don't be a fool!,0,1,1,0.75,0.5
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
"I like the avenger of the new episode, he really is a badass.","model ""i liked the avenger of the new episode. he really is bad ass.""",0,1,1,0.46153846153846156,0.22950819672131148
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
"I like the avenger of the new episode, he really is a badass.","model ""i like the adventure of the new episode. he really is a badass.""",0,0,0,0.38461538461538464,0.22950819672131148
It's wicked how Lara neglects her pussy cat.,model ...his work at halawa neglected his physical health.,0,0,0,1.125,0.7954545454545454
"Yours sincerely, satan.","model your sincerely, satan.",0,1,1,0.6666666666666666,0.34782608695652173
Wilson is transgender.,model wilson is transgender.,0,1,1,0.6666666666666666,0.3181818181818182
He'll drive you batty!,"model he'll drive you, batty!",0,0,0,0.75,0.36363636363636365
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers!,0,1,1,0.3333333333333333,0.175
He'll drive you batty!,model he will drive you betty.,0,0,0,1.0,0.5454545454545454
"She outed herself as lesbian last year, didn't you hear?","model ""she outed herself as a lesbian last year, didn't you hear?""",0,0,0,0.4,0.19642857142857142
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
"I like the avenger of the new episode, he really is a badass.",model i like the avenger of the new episode; he really is a badass.,0,0,0,0.23076923076923078,0.13114754098360656
Don't go off half-cocked.,model don't go off half-cocked.,0,0,0,0.5,0.28
"Look, the seam is now broken, it couldn't stand the jerk.","model ""look, the seam is now broken; it couldn't stand the jerk!""",0,1,1,0.36363636363636365,0.19298245614035087
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
"She is sexually innocent, oblivious to the worldliness around her.","model she is sexually innocent, oblivious to the worldliness around her.",0,1,1,0.2,0.10606060606060606
"Save you sister a piece, or she will be mad.","model save your sister, peace, or she will be mad.",0,1,1,0.5,0.2727272727272727
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
"Our bitch had puppies, do you want one?","model our bitch had puppies, do you want one?",0,1,1,0.25,0.1794871794871795
He was a daredevil.,model he was a daredevil.,0,0,0,0.5,0.3684210526315789
Those people are kick-ass samba dancers!,"model ""those people are kick-ass samba dancers.""",0,1,1,0.5,0.25
"I sucked at it, but it was much more fun than most normal chess games.","model ""i sucked at it, but it was much more fun than most normal chess games.""",0,1,1,0.2,0.12857142857142856
He'll drive you batty!,model he'll drive you batty.,0,0,0,0.75,0.36363636363636365
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
Her face was against his breast.,model her face was against his breast.,0,0,0,0.3333333333333333,0.21875
"Yours sincerely, satan.","model your sincerely, satan.",0,1,1,0.6666666666666666,0.34782608695652173
I feel like a fighting cock.,model i feel like a fighting cock.,0,1,1,0.3333333333333333,0.25
"Nora finds herself ugly, because she has pimples.",model <br>norah finds herself ugly because she has pimples.,0,0,0,0.375,0.2653061224489796
"As mentioned in his memoir ""Blue Box Boy"" he is a homosexual.","model as mentioned in his memoir, ""blue box boy"", he is a homosexual.",0,1,1,0.5,0.19672131147540983
He caught himself with a jerk.,model he caught himself with a jerk.,0,1,1,0.3333333333333333,0.23333333333333334
"He portrayed in the same year Ted in the comedy horror film ""Bloodsucking Bastards"".","model he portrayed ted in the comedy horror film ""bloodsucking bastards"" in the same year.",0,1,1,0.9285714285714286,0.5
"Yours sincerely, Satan.","model your sincerely, satan.",0,1,1,1.0,0.391304347826087
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
Jerk that dart from the cork target.,model jerk that dart from the cork target.,0,1,1,0.2857142857142857,0.19444444444444445
Star is openly gay.,model star is openly gay.,0,1,1,0.5,0.3684210526315789
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
"I like the avenger of the new episode, he really is a badass.",model i like the avenger of the new episode. he really is a badass.,0,1,1,0.23076923076923078,0.13114754098360656
Jerk that dart from the cork target.,"model ""jerk that dart from the cork target.""",0,1,1,0.42857142857142855,0.25
Beasts get fat by change of pastures,model <br>beasts get fat by change of pastures.,0,0,0,0.42857142857142855,0.3333333333333333
He'll drive you batty!,"model he'll drive you, betty.",0,0,0,1.0,0.45454545454545453
Downs is openly gay.,model downs is openly gay.,0,1,1,0.5,0.35
"Here the ""Hom""'s are the sheaf of homomorphisms.",model here the homs are the sheaf of homomorphisms.,0,0,0,0.375,0.22916666666666666
Every cock crows loud on his own dunghill.,model every cock crows loud on his own dunghill.,0,1,1,0.25,0.16666666666666666
Their large testicles are an indication of their promiscuous copulation system.,model their large testicles are an indication of their promiscuous copulation system.,0,1,1,0.18181818181818182,0.08860759493670886
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode; he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
Are we doing enough for sex workers?,model are we doing enough for sex workers?,0,1,1,0.2857142857142857,0.19444444444444445
Every cock crows loud on his own dunghill.,model every cock crows loud on his own dunghill.,0,1,1,0.25,0.16666666666666666
I don't know; we'll just have to suck it and see,"model ""i don't know; we'll just have to suck it and see.""",0,1,1,0.2727272727272727,0.20833333333333334
"Nora finds herself ugly, because she has pimples.",model nora finds herself ugly because she has pimples.,0,1,1,0.375,0.16326530612244897
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
Devilled eggs taste horrible.,model devil's tax taste horrible.,0,1,1,0.75,0.4827586206896552
He'll drive you batty!,model he'll drive you batty.,0,0,0,0.75,0.36363636363636365
"Look, the seam is now broken, it couldn't stand the jerk.","model ""look, the seam is now broken; it couldn't stand the jerk.""",0,1,1,0.36363636363636365,0.17543859649122806
"Yours sincerely, Satan.","model your sincerely, satan.",0,1,1,1.0,0.391304347826087
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
He was openly gay.,model he was openly gay.,0,1,1,0.5,0.3888888888888889
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
Burma and her boyfriend have sex on the beach while her friends go skinny-dipping.,model burma and her boyfriend have sex on the beach while her friends go skinny dipping.,0,1,1,0.2857142857142857,0.0975609756097561
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
There will be no cock crow over that,model there will be no cockcrow over that.,0,0,0,0.625,0.25
"If you don't want skin cancer, remember to apply your suncream regularly","model if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.4166666666666667,0.125
She meets a stranger at a bar and has sex with him.,model she meets a stranger at the bar and has sex with him.,0,1,1,0.25,0.19607843137254902
"Twittering, and jigging like a clumsy Narcissus.","model ""twittering and jigging like a clumsy narcissus!""",0,1,1,0.42857142857142855,0.25
"Yours sincerely, satan.","model your sincerely, zartan.",0,0,0,1.0,0.43478260869565216
"The video is highly suggestive that the term ""She Bop"" is referencing female masturbation.","model <br>the video is highly suggestive that the term ""shee-bob"" is referencing female masturbation.",0,1,1,0.2857142857142857,0.17777777777777778
"I sucked at it, but it was much more fun than most normal chess games.","model ""i sucked at it, but it was much more fun than most normal chess games.""",0,1,1,0.2,0.12857142857142856
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
Kearney does most of the parenting for Dick.,model <div>kerney does most of the parenting for dick.</div>,0,1,1,0.375,0.4318181818181818
He'll drive you batty!,"model he'll drive you, batty.",0,0,0,1.0,0.4090909090909091
"Yours sincerely, satan.","model your sincerely, satan.",0,1,1,0.6666666666666666,0.34782608695652173
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode; he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
Rake the rubbish up and then burn it.,"model ""rake the rubbish up and then burn it.""",0,1,1,0.375,0.24324324324324326
She is then supposed to send Block to a gay bar.,model she is then forced to send block to a gay bar.,0,1,1,0.36363636363636365,0.2916666666666667
Every cock crows loud on his own dunghill,model every cock crows loud on his own dunghill.,0,1,1,0.375,0.1951219512195122
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
He'll drive you batty!,"model had you, betty?",0,0,0,1.0,0.5454545454545454
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the scene is now broken; it couldn't stand the jerk.",0,1,1,0.36363636363636365,0.19298245614035087
"Nora finds herself ugly, because she has pimples.",model <br>norah finds herself ugly because she has pimples.,0,0,0,0.375,0.2653061224489796
Usually those affected have mild to moderate mental retardation.,"model usually, those affected have mild to moderate mental retardation.",0,1,1,0.2222222222222222,0.125
There will be no cock crow over that,model there will be no cock crow over that.,0,0,0,0.375,0.2222222222222222
Every cock crows loud on his own dunghill.,model every crow crows loud on his own dunghill.,0,0,0,0.375,0.23809523809523808
"Yours sincerely, satan.","model yours sincerely, satan.",0,1,1,0.6666666666666666,0.30434782608695654
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as lesbian last year, didn't you hear?",0,1,1,0.2,0.125
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"Our bitch had puppies, do you want one?","model our bitch had puppies, do you want one?",0,1,1,0.25,0.1794871794871795
"Look, the seam is now broken, it couldn't stand the jerk.",model look! the seam is now broken! it couldn't stand the jerk!,0,1,1,0.36363636363636365,0.17543859649122806
"Articles in ""konkret"" openly advocated sex with minors.","model articles in ""concret"" openly advocated sex with minors.",0,1,1,0.375,0.16363636363636364
This isn't your grandfather's prostitute - or maybe it was.,"model ""this isn't your grandfather's prostitute—or maybe it was.""",0,1,1,0.6,0.2033898305084746
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
"For music and sex, that is all.","model for music and sex, that is all.",0,1,1,0.2857142857142857,0.22580645161290322
"Mieke is happy to see him, and they have sex in a confessional booth.","model mica is happy to see him, and they have sex in a confessional booth.",0,0,0,0.14285714285714285,0.13043478260869565
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" asked the farmer.",0,1,1,0.3333333333333333,0.16666666666666666
He slipped around the corner for a fag.,model he slipped around the corner for a fag.,0,0,0,0.25,0.1794871794871795
That damned prize-giving!,model that damned prize-giving!,0,1,1,0.6666666666666666,0.28
"I like the avenger of the new episode, he really is a badass.",model i like the avenger of the new episode. he really is a badass.,0,1,1,0.23076923076923078,0.13114754098360656
"Our bitch had puppies, do you want one?",model our bitch had puppies. do you want one?,0,1,1,0.375,0.20512820512820512
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
This she will then pass on to an incubus.,model this she will then pass on to an incubus.,0,1,1,0.2222222222222222,0.17073170731707318
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"It is a short reprise of ""Dick"".","model it is a short reprise of ""dick"".",0,1,1,0.42857142857142855,0.25
He'll drive you batty!,model they drive you betty?,0,0,0,0.75,0.5
Are we doing enough for sex workers?,model are we doing enough for sex workers?,0,1,1,0.2857142857142857,0.19444444444444445
"She outed herself as lesbian last year, didn't you hear?","model ""she outed herself as a lesbian last year, didn't you hear?""",0,0,0,0.4,0.19642857142857142
"Nora finds herself ugly, because she has pimples.",model nora finds herself ugly because she has pimples.,0,1,1,0.375,0.16326530612244897
"Nora finds herself ugly, because she has pimples.",model <norah> finds herself ugly because she has pimples.,0,1,1,0.375,0.22448979591836735
"Nora finds herself ugly, because she has pimples.",model nora finds herself ugly because she has pimples.,0,1,1,0.375,0.16326530612244897
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
"Look, the seam is now broken, it couldn't stand the jerk.","model <br>look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.21052631578947367
Are they selling faggots as well as sausages?,model are they selling faggots as well as sausages?,0,1,1,0.25,0.15555555555555556
"Yours sincerely, Satan.","model your sincerely, satan.",0,1,1,1.0,0.391304347826087
They might also suck juices out the stem of a plant nearby.,model they might also suck juices out of the stem of a plant nearby.,0,1,1,0.25,0.1694915254237288
The nipples on an engorged breast are flat.,model the nipples on an engorged breast are flat.,0,1,1,0.25,0.16279069767441862
The jerk threw him against Mr. Ricardo.,model the jerk threw him against mr. ricardo.,0,1,1,0.5714285714285714,0.23076923076923078
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.14035087719298245
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
Don't go off half-cocked.,model don't go off half-cocked.,0,0,0,0.5,0.28
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hands are there for one cock?"" i asked the farmer.",0,1,1,0.4166666666666667,0.18333333333333332
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
"I sucked at it, but it was much more fun than most normal chess games.","model ""i sucked at it, but it was much more fun than most normal chess games.""",0,1,1,0.2,0.12857142857142856
The younger of his two sons is gay and struggling with coming out.,model <br>the younger of his two sons is gay and struggling with coming out.,0,1,1,0.15384615384615385,0.16666666666666666
"Nora finds herself ugly, because she has pimples.",model nora finds herself ugly because she has pimples.,0,1,1,0.375,0.16326530612244897
Rake the rubbish up and then burn it.,model break the rubbish up and then burn it.,0,1,1,0.25,0.2702702702702703
Beasts get fat by change of pastures,model beests get fat by change of pastures.,0,0,0,0.42857142857142855,0.25
"She was quite excited, and quite gay.",model she was quite excited and quite gay.,0,1,1,0.42857142857142855,0.21621621621621623
Sex is a subject that we need to talk about openly.,model sex is a subject that we need to talk about openly.,0,0,0,0.18181818181818182,0.13725490196078433
"I asked a few idiotic questions, and they soon kicked me out.","model ""i asked a few idiotic questions, and they soon kicked me out.""",0,1,1,0.25,0.14754098360655737
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
She is a shaman and a trans woman.,model she is a shaman and a trans woman.,0,0,0,0.25,0.20588235294117646
To be the cock in the basket to be cock of the company.,"model to be the cock in the basket, to be the cock of the company!",0,1,1,0.38461538461538464,0.23636363636363636
Every cock crows loud on his own dunghill,model every cock crows loud on his own dunghill.,0,1,1,0.375,0.1951219512195122
To be the cock in the basket to be cock of the company.,"model to be the cock in the basket, to be the cock of the company.",0,0,0,0.3076923076923077,0.21818181818181817
They felt gay when the ship arrived in port.,model they fell gay when the ship arrived in port.,0,1,1,0.3333333333333333,0.18181818181818182
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
He caught himself with a jerk.,model he caught himself with a jerk.,0,1,1,0.3333333333333333,0.23333333333333334
"John is extremely intelligent, even if he is retarded in his physical development.","model <div style=""text-align: justify;"">john is brilliantly intelligent, but believes he is retarded in his physical development.</div>",0,1,1,0.6153846153846154,0.8048780487804879
Don't be a fool.,model <br>don't be a fool!,0,1,1,0.75,0.75
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as lesbian last year, didn't you hear?",0,1,1,0.2,0.125
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
To be the cock in the basket to be cock of the company,"model to be the cock in the basket, to be cock of the company.",0,0,0,0.3076923076923077,0.16666666666666666
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
"I like the avenger of the new episode, he really is a badass.",model <br>i like the avenger of the new episode; he really is a badass.,0,1,1,0.23076923076923078,0.19672131147540983
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
Shortly afterwards it was discovered that he was using the services of male prostitutes.,model <br>shortly afterwards it was discovered that he was using the services of male prostitutes.,0,0,0,0.14285714285714285,0.125
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
"Before leaving, McCann gives a business card to Dick, who promptly pigeonholes it.","model <br>before leaving, mccann gives a business card to dick, who promptly pigeonholes it.",0,1,1,0.3076923076923077,0.17073170731707318
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode; he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
"Our bitch had puppies, do you want one?","model ""i had a bitch head puppies, do you want one?""",0,1,1,0.75,0.41025641025641024
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as lesbian last year, didn't you hear?",0,1,1,0.2,0.125
"Booby prize literally means ""idiot's prize"".","model ""ubbi price"" literally means ""idiot's price"".",0,1,1,0.6666666666666666,0.2727272727272727
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
Does the old boy often go off at half-cock that way.,model does the old boy often go off at halfcock that way?,0,0,0,0.36363636363636365,0.17307692307692307
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
"One release, a gold-selling album called Watch It, Sucker!","model one release, a gold-selling album called ""watch it sucker"".",0,0,0,0.5555555555555556,0.2413793103448276
Every cock crows loud on his own dunghill,model every cock crows loud on his own dunghill.,0,1,1,0.375,0.1951219512195122
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
Greyson is openly gay.,model grayson is openly gay.,0,1,1,0.5,0.36363636363636365
"Yours sincerely, satan.","model yours sincerely, satan.",0,1,1,0.6666666666666666,0.30434782608695654
Does the old boy often go off at half-cock that way.,model does the old boy often go off at halfcock that way?,0,0,0,0.36363636363636365,0.17307692307692307
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for the one cock?"" i asked the farmer.",0,0,0,0.4166666666666667,0.21666666666666667
He'll drive you batty!,"model he'll drive you, betty.",0,0,0,1.0,0.45454545454545453
"Look, the seam is now broken, it couldn't stand the jerk.","model <br>look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.21052631578947367
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
Spermatia are produced in a spermatangium.,model <div>spermatocytes are produced in the spermatogonium.</div>,0,0,0,0.6666666666666666,0.7380952380952381
There will be no cock crow over that,model there will be no cock crow over that.,0,0,0,0.375,0.2222222222222222
Rake the rubbish up and then burn it.,model rake the rubbish up and then burn it.,0,1,1,0.25,0.1891891891891892
He caught himself with a jerk.,model he caught himself with a jerk.,0,1,1,0.3333333333333333,0.23333333333333334
He slipped around the corner for a fag.,model he slipped around the corner for a fag.,0,0,0,0.25,0.1794871794871795
Are they selling faggots as well as sausages?,model are they selling faggots as well as sausages?,0,1,1,0.25,0.15555555555555556
"Our bitch had puppies, do you want one?",model our bitch had puppies. do you want one?,0,1,1,0.375,0.20512820512820512
"At that point, he turned and crashed ""Dickerson"".","model at that point, he turned and crashed dickerson.",0,0,0,0.375,0.20408163265306123
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
Don't go off half-cocked.,"model ""don't go off half-cocked!""",0,0,0,0.75,0.4
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode; he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
"Yours sincerely, satan.",model you're sincerely seated.,0,0,0,1.3333333333333333,0.5652173913043478
Jerk that dart from the cork target.,model jerk that dart from the cork target.,0,1,1,0.2857142857142857,0.19444444444444445
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
He'll drive you batty!,"model he'll drive you, betty.",0,0,0,1.0,0.45454545454545453
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
Dick shook his head with a lofty stubbornness.,model dick shook his head with a lofty stubbornness.,0,1,1,0.25,0.15217391304347827
"Yours sincerely, Satan.","model your sincerely, say then.",0,0,0,1.3333333333333333,0.5652173913043478
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
